TOPIC,SUBTOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ID,SUBGROUP,SUBGROUP_ID,NESTING_LABEL,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,Black only,23,,2022,4.0,3.4,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,Black only,23,,2023,3.5,2.9,4.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,Black only,23,,2024,4.2,3.5,5.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2019,5.2,4.9,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2020,5.6,5.3,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2021,5.2,4.9,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2022,5.2,4.8,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2023,5.0,4.7,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,White only,25,,2024,4.8,4.5,5.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2019,12.3,6.9,19.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2020,9.7,5.5,15.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2021,6.5,3.4,11.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2022,11.8,7.2,18.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2023,7.4,4.1,12.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2024,10.6,6.3,16.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race,8,Black and White,27,,2024,0.9,0.0,3.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2019,2.5,2.0,3.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2020,1.7,1.3,2.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2021,1.9,1.5,2.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2022,2.3,1.8,2.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2023,1.8,1.4,2.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2024,1.6,1.2,2.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2019,2.4,1.7,3.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2020,1.5,0.9,2.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2021,1.6,1.1,2.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2022,1.7,1.1,2.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2023,1.5,1.0,2.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2024,1.3,0.9,1.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2019,5.0,4.7,5.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2020,5.6,5.3,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2021,5.2,4.9,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2022,5.0,4.7,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2023,4.8,4.5,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2024,4.8,4.5,5.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2019,3.8,3.2,4.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2020,4.7,3.7,5.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2021,4.4,3.6,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2022,4.1,3.4,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2023,3.5,2.9,4.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2024,4.4,3.6,5.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2019,5.6,5.3,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2020,6.2,5.8,6.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2021,5.7,5.4,6.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2022,5.6,5.2,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2023,5.5,5.2,5.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2024,5.3,4.9,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2019,2.5,1.8,3.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2020,3.0,2.2,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2021,2.3,1.7,2.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2022,2.8,2.0,3.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2023,1.8,1.3,2.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2024,2.4,1.9,3.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2019,5.1,4.7,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2020,5.6,5.2,6.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2021,5.3,4.9,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2022,5.0,4.6,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2023,4.8,4.4,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Female,34,,2024,4.5,4.2,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2019,4.1,3.7,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2020,4.3,3.9,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2021,4.0,3.6,4.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2022,4.1,3.7,4.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2023,3.8,3.5,4.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sex,10,Male,35,,2024,3.9,3.6,4.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2019,4.2,2.2,7.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2020,6.5,3.9,10.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2021,3.2,1.9,5.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2022,4.7,2.8,7.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2023,4.0,2.3,6.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2024,3.9,2.3,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2019,5.8,3.5,9.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2021,3.8,2.2,6.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2022,3.7,2.2,5.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2023,5.0,3.2,7.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2024,2.9,1.7,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2019,4.6,4.3,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2020,4.9,4.6,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2021,4.7,4.4,5.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2022,4.6,4.3,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2023,4.3,4.1,4.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Sexual orientation,11,Straight,38,,2024,4.3,4.0,4.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2019,9.7,8.6,11.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2020,9.3,8.2,10.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2021,9.2,8.0,10.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2022,8.4,7.2,9.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2023,7.4,6.3,8.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Veteran,39,,2024,9.3,8.1,10.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2019,4.1,3.9,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2020,4.5,4.2,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2021,4.2,4.0,4.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2022,4.2,3.9,4.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2023,4.1,3.8,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2024,3.8,3.6,4.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2019,3.6,3.3,3.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2020,3.6,3.3,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2021,3.7,3.4,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2022,3.4,3.1,3.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2023,3.3,3.1,3.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2024,3.3,3.0,3.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2019,4.9,4.4,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2020,5.5,4.9,6.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2021,4.8,4.3,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2022,4.9,4.4,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2023,4.8,4.3,5.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2024,4.8,4.2,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2019,8.0,7.1,9.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2020,9.2,8.0,10.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2021,8.0,7.0,9.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2022,8.5,7.5,9.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2023,7.2,6.2,8.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2024,7.0,6.2,7.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2019,3.7,3.2,4.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2020,4.2,3.6,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2021,4.2,3.5,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2022,4.1,3.3,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2023,4.0,3.3,4.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Northeast,44,,2024,3.7,3.1,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2019,5.1,4.6,5.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2020,5.7,5.0,6.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2021,5.6,5.0,6.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2022,5.3,4.7,5.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2023,4.9,4.3,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,Midwest,45,,2024,5.1,4.6,5.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2019,5.3,4.8,5.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2020,5.9,5.3,6.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2021,5.0,4.5,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2022,5.1,4.6,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2023,4.7,4.3,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,South,46,,2024,4.6,4.1,5.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2019,3.7,3.1,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2020,3.5,3.0,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2021,3.6,3.1,4.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2022,3.6,3.0,4.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2023,3.4,3.0,3.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Region,14,West,47,,2024,3.4,2.9,3.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2019,3.5,3.0,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2020,4.2,3.6,4.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2021,4.1,3.6,4.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2022,3.8,3.2,4.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2023,4.5,3.9,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2024,3.7,3.1,4.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2019,4.1,3.6,4.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2020,4.6,4.0,5.3
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2021,4.2,3.8,4.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2022,4.4,3.8,5.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2023,4.1,3.6,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2024,4.5,4.0,5.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2019,4.9,4.4,5.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2020,5.8,5.2,6.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2021,5.3,4.8,5.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2022,5.0,4.5,5.7
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2023,4.4,3.9,5.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2024,4.8,4.2,5.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2019,5.7,5.1,6.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2020,4.9,4.2,5.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2021,4.6,4.0,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2022,4.6,4.1,5.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2023,4.3,3.9,4.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2024,3.9,3.5,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2019,3.5,3.1,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2020,3.5,3.0,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2021,3.4,3.0,3.9
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2022,3.3,2.9,3.8
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2023,3.1,2.8,3.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2024,3.1,2.7,3.5
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2019,3.7,3.2,4.2
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2020,3.8,3.4,4.4
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2021,4.1,3.7,4.6
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2022,3.6,3.1,4.1
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2023,3.6,3.1,4.0
"COPD, emphysema, chronic bronchitis",,Chronic obstructive pulmonary disease,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2024,3.5,3.1,4.1
